FrameNumber,ROI
622,"[312, 37, 686, 524]"
623,"[314, 37, 686, 524]"
624,"[314, 37, 686, 524]"
625,"[314, 37, 686, 524]"
626,"[314, 37, 686, 524]"
627,"[313, 37, 686, 524]"
628,"[313, 37, 687, 525]"
629,"[314, 37, 687, 525]"
630,"[312, 37, 687, 525]"
631,"[312, 37, 687, 525]"
632,"[313, 36, 687, 525]"
633,"[313, 36, 687, 525]"
634,"[313, 36, 687, 525]"
635,"[313, 36, 687, 525]"
636,"[314, 36, 687, 525]"
637,"[314, 37, 687, 525]"
638,"[314, 37, 687, 525]"
639,"[314, 37, 687, 525]"
640,"[314, 37, 687, 525]"
641,"[314, 37, 687, 524]"
642,"[315, 37, 686, 525]"
643,"[315, 37, 686, 525]"
644,"[315, 36, 685, 525]"
645,"[313, 36, 685, 525]"
646,"[313, 38, 684, 524]"
647,"[313, 39, 684, 524]"
648,"[313, 39, 683, 524]"
649,"[313, 39, 683, 524]"
650,"[313, 39, 683, 524]"
651,"[314, 39, 684, 524]"
652,"[314, 39, 684, 524]"
653,"[314, 38, 684, 524]"
654,"[313, 38, 684, 524]"
655,"[313, 38, 684, 524]"
656,"[313, 38, 684, 523]"
657,"[313, 38, 684, 524]"
658,"[315, 38, 684, 524]"
659,"[315, 38, 684, 524]"
660,"[312, 38, 685, 524]"
661,"[312, 39, 685, 524]"
662,"[311, 39, 684, 524]"
663,"[311, 39, 684, 524]"
664,"[311, 39, 682, 524]"
665,"[312, 39, 682, 524]"
666,"[312, 39, 682, 524]"
667,"[312, 39, 683, 524]"
668,"[312, 39, 683, 524]"
669,"[311, 39, 683, 524]"
670,"[311, 39, 682, 524]"
671,"[313, 39, 682, 524]"
672,"[313, 39, 682, 524]"
673,"[314, 39, 682, 524]"
674,"[314, 39, 683, 524]"
675,"[311, 39, 684, 524]"
676,"[311, 40, 684, 524]"
677,"[311, 40, 683, 524]"
678,"[314, 40, 682, 524]"
679,"[314, 40, 682, 524]"
680,"[317, 39, 682, 524]"
681,"[317, 38, 682, 524]"
682,"[315, 38, 682, 524]"
683,"[315, 38, 682, 524]"
684,"[315, 38, 682, 524]"
685,"[314, 38, 682, 524]"
686,"[313, 39, 682, 525]"
687,"[313, 38, 682, 525]"
688,"[314, 38, 682, 525]"
689,"[314, 39, 682, 525]"
690,"[312, 39, 683, 525]"
691,"[312, 39, 683, 525]"
692,"[313, 39, 683, 525]"
693,"[314, 38, 683, 525]"
694,"[315, 38, 682, 525]"
695,"[315, 38, 682, 525]"
696,"[315, 38, 682, 525]"
697,"[316, 38, 681, 525]"
698,"[314, 38, 681, 525]"
699,"[314, 38, 681, 525]"
700,"[314, 38, 681, 524]"
701,"[314, 38, 681, 524]"
702,"[315, 38, 682, 525]"
703,"[315, 38, 683, 525]"
704,"[312, 38, 683, 525]"
705,"[309, 38, 683, 525]"
706,"[309, 38, 683, 525]"
707,"[309, 38, 683, 525]"
708,"[312, 38, 684, 525]"
709,"[312, 37, 684, 524]"
710,"[312, 37, 684, 524]"
711,"[312, 37, 684, 524]"
712,"[313, 37, 683, 524]"
713,"[313, 37, 684, 524]"
714,"[313, 37, 684, 524]"
715,"[313, 37, 684, 524]"
716,"[312, 38, 684, 524]"
717,"[312, 38, 684, 524]"
718,"[312, 38, 684, 524]"
719,"[312, 38, 684, 524]"
720,"[310, 38, 684, 524]"
721,"[310, 39, 684, 525]"
722,"[310, 38, 685, 525]"
723,"[312, 38, 685, 525]"
724,"[313, 38, 684, 525]"
725,"[314, 38, 685, 525]"
726,"[313, 37, 685, 525]"
727,"[313, 37, 686, 526]"
728,"[313, 37, 686, 526]"
729,"[313, 38, 685, 525]"
730,"[313, 38, 685, 525]"
731,"[313, 38, 685, 525]"
732,"[313, 38, 685, 525]"
733,"[313, 38, 685, 525]"
734,"[314, 38, 685, 525]"
735,"[313, 37, 685, 525]"
736,"[313, 37, 685, 525]"
737,"[312, 37, 684, 525]"
738,"[312, 38, 684, 525]"
739,"[312, 37, 684, 525]"
740,"[313, 37, 684, 525]"
741,"[313, 37, 685, 525]"
742,"[315, 37, 685, 525]"
743,"[315, 37, 686, 525]"
744,"[315, 36, 686, 525]"
745,"[315, 36, 686, 525]"
746,"[317, 36, 686, 525]"
747,"[317, 36, 686, 525]"
748,"[316, 36, 686, 525]"
749,"[316, 36, 686, 525]"
750,"[312, 36, 685, 525]"
751,"[312, 36, 685, 525]"
752,"[314, 36, 686, 525]"
753,"[315, 36, 686, 525]"
